id	name	fips	sector
4291	ATS Institute of Technology	39	6
4292	Quest College	48	6
4293	Community Care College	40	5
4294	Crossroads Bible College	18	2
4295	The King's University	48	2
4296	Fortis College-Baton Rouge	22	6
4297	New York College of Traditional Chinese Medicine	36	2
4298	Fortis College-Orange Park	12	6
4299	Northeastern Seminary	36	2
4300	Bryan College-Gold River	6	6
4301	Pacific Islands University	66	2
4302	PCI College	6	6
4303	Rosedale Bible College	39	5
4304	Seattle Institute of Oriental Medicine	53	3
4305	Acupuncture and Massage College	12	3
4306	Upper Valley Educators Institute	33	2
4307	Keck Graduate Institute	6	2
4308	Aviation Institute of Maintenance-Atlanta	13	6
4309	Westwood College-River Oaks	17	3
4310	ITT Technical Institute-Green Bay	55	3
4311	Career Training Academy-Pittsburgh	42	6
4312	New York Automotive and Diesel Institute	36	6
4313	Remington College-Baton Rouge Campus	22	5
4314	Everest College-Ontario Metro	6	3
4315	Brightwood College-Beaumont	48	6
4316	Brightwood College-Laredo	48	6
4317	The Art Institute of Washington	51	3
4318	New Saint Andrews College	16	2
4319	Arkansas State University-Newport	5	4
4320	Marlboro College Graduate & Professional Studies	50	2
4321	University of Phoenix-Massachusetts	25	3
4322	University of Phoenix-Wisconsin	55	3
4323	University of Phoenix-Idaho	16	3
4324	Westwood College-Inland Empire	6	3
4325	ITT Technical Institute-Levittown	42	6
4326	Atenas College	72	2
4327	National American University-Ellsworth AFB Extension	46	3
4328	National American University-Albuquerque West	35	3
4329	National American University-Brooklyn Center	27	3
4330	Interactive College of Technology	48	6
4331	Pillar College	34	2
4332	Miami Ad School-Minneapolis	27	6
4333	Miami Ad School-San Francisco	6	6
4334	Oregon State University-Cascades Campus	41	1
4335	Vatterott College-Dividend	47	6
4336	Vatterott College-Tulsa	40	6
4337	Vatterott College-Wichita	20	6
4338	Southern University Law Center	22	1
4339	Sanford-Brown College-Orlando	12	3
4340	Miller-Motte Technical College-Charleston	45	6
4341	American Career College-Anaheim	6	6
4342	Saginaw Chippewa Tribal College	26	4
4343	Wyo Tech-Blairsville	42	5
4344	Richmont Graduate University	47	2
4345	The Seattle School of Theology & Psychology	53	2
4346	Northwest College-Hillsboro	41	6
4347	Miami-Jacobs Career College-Sharonville	39	6
4348	West Coast Ultrasound Institute	6	6
4349	Irell & Manella Graduate School of Biological Sciences at City of Hope	6	2
4350	University of the Rockies	8	3
4351	Ultimate Medical Academy-Clearwater	12	5
4352	Florida Education Institute	12	6
4353	Institute of Technical Arts	12	6
4354	National Graduate School of Quality Management	25	2
4355	Texas County Technical College	29	5
4356	Aviation Institute of Maintenance-Kansas City	29	6
4357	Apex School of Theology	37	2
4358	Yeshiva Shaarei Torah of Rockland	36	2
4359	St Joseph's Medical Center School of Radiography	36	5
4360	American Institute of Alternative Medicine	39	6
4361	Brown Aveda Institute-Mentor	39	6
4362	Universidad Pentecostal Mizpa	72	2
4363	Concorde Career College-Grand Prairie	48	6
4364	Kussad Institute of Court Reporting	48	6
4365	Lamar Institute of Technology	48	4
4366	Aviation Institute of Maintenance-Dallas	48	6
4367	Eastern Virginia Career College	51	6
4368	Nevada State College	32	1
4369	Virginia College-Jackson	28	6
4370	Virginia College-Austin	48	6
4371	California State University-Channel Islands	6	1
4372	ITT Technical Institute-Springfield	51	3
4373	ITT Technical Institute-Chantilly	51	3
4374	Argosy University-The Art Institute of California-Orange County	6	3
4375	Franklin W Olin College of Engineering	25	2
4376	Lincoln Technical Institute-Northeast Philadelphia	42	6
4377	Lincoln Technical Institute-Center City Philadelphia	42	6
4378	Won Institute of Graduate Studies	42	2
4379	Pima Medical Institute-Colorado Springs	8	6
4380	University of Phoenix-Illinois	17	3
4381	Birthwise Midwifery School	23	6
4382	Argosy University-Dallas	48	3
4383	Le Cordon Bleu College of Culinary Arts-Orlando	12	6
4384	Ave Maria School of Law	12	2
4385	ITT Technical Institute-Canton	26	3
4386	ITT Technical Institute-Plymouth Meeting	42	6
4387	Pennsylvania College of Health Sciences	42	2
4388	West Virginia Junior College-Bridgeport	54	6
4389	Antioch University-PhD Program in Leadership and Change	39	2
4390	Vatterott College-Cleveland	39	6
4391	St Louis College of Health Careers-Fenton	29	6
4392	Interactive College of Technology-Gainesville	13	6
4393	Alaska Christian College	2	5
4394	Grantham University	20	3
4395	Minnesota School of Business-Plymouth	27	3
4396	Carrington College-Albuquerque	35	6
4397	NASCAR Technical Institute	37	6
4398	University of the Potomac-VA Campus	51	3
4399	National American University-Overland Park	20	3
4400	Fortis Institute	12	6
4401	Tohono O'Odham Community College	4	4
4402	Everest College-Dallas	48	5
4403	Edward Via College of Osteopathic Medicine	51	2
4404	Pacific College of Oriental Medicine-Chicago	17	3
4405	Southwest Institute of Healing Arts	4	6
4406	InterCoast Colleges-Riverside	6	6
4407	Ottawa University-Jeffersonville	18	2
4408	University of Antelope Valley	6	3
4409	Birthingway College of Midwifery	41	2
4410	Pima Medical Institute-Albuquerque West	35	6
4411	NorthShore University HealthSystem School of Nurse Anesthesia	17	2
4412	Faith Evangelical College & Seminary	53	2
4413	Family of Faith College	40	2
4414	Hood Theological Seminary	37	2
4415	International Technological University	6	2
4416	Southeastern College-Jacksonville	12	6
4417	Toni & Guy Hairdressing Academy-Colorado Springs	8	6
4418	West Coast University-Los Angeles	6	3
4419	Williamson Christian College	47	2
4420	Triangle Tech Inc-Sunbury	42	6
4421	DigiPen Institute of Technology	53	3
4422	Fortis Institute-Fort Lauderdale	12	6
4423	Pierpont Community and Technical College	54	4
4424	ITT Technical Institute-Duluth	13	3
4425	ITT Technical Institute-Hilliard	39	3
4426	University of Phoenix-Indiana	18	3
4427	Dewey University-Hato Rey	72	2
4428	InterCoast Colleges-West Covina	6	6
4429	American College of Healthcare Sciences	41	3
4430	Le Cordon Bleu College of Culinary Arts-Atlanta	13	6
4431	Miller-Motte Technical College-Chattanooga	47	6
4432	Westwood College-Chicago Loop	17	3
4433	Interactive College of Technology	48	6
4434	Bexley Hall Seabury Western Theological Seminary Federation, Inc.	17	2
4435	Everest Institute-Norcross	13	6
4436	Strayer University-Tennessee	47	3
4437	Strayer University-Pennsylvania	42	3
4438	Brightwood College-Brownsville	48	6
4439	Brightwood College-Corpus Christi	48	6
4440	Everest College-Arlington	48	6
4441	The Beauty Institute Schwarzkopf Professional - Boise	16	6
4442	Everest College-Tacoma	53	5
4443	National University College-Rio Grande	72	3
4444	Creative Images Institute of Cosmetology-South Dayton	39	6
4445	Brookline College-Albuquerque	35	3
4446	Byzantine Catholic Seminary of Saints Cyril and Methodius	42	2
4447	Remington College-Cleveland West Campus	39	5
4448	Northcentral University	4	3
4449	Colorado Technical University-Online	8	3
4450	Baker College of Allen Park	26	2
4451	Folsom Lake College	6	4
4452	Daymar Institute-Murfreesboro	47	3
4453	Bold Beauty Academy	30	6
4454	Advance Science Institute	12	6
4455	Advanced College	6	6
4456	Advanced Training Associates	6	6
4457	Baptist University of the Americas	48	2
4458	Beis Medrash Heichal Dovid	36	2
4459	Bellefonte Academy of Beauty	21	6
4460	Mid City College	22	6
4461	Culinary Institute Inc	48	6
4462	Dade Medical College-Miami	12	3
4463	Expertise Cosmetology Institute	32	5
4464	Paul Mitchell the School-Monroe	55	6
4465	Institute of Clinical Acupuncture & Oriental Med	15	3
4466	MedTech Institute-Atlanta Campus	13	6
4467	Jones International University	8	3
4468	Charlotte Christian College and Theological Seminary	37	2
4469	Nightingale College	49	3
4470	Total Look School of Cosmetology & Massage Therapy	19	6
4471	The Art Institute of Tucson	4	3
4472	Mountwest Community and Technical College	54	4
4473	Centura College-Columbia	45	6
4474	Flagler College-Tallahassee	12	2
4475	American InterContinental University-Online	17	3
4476	Toyota Technological Institute at Chicago	17	2
4477	Westwood College-Atlanta Peachtree Center Campus	13	3
4478	ITT Technical Institute-Eden Prairie	27	3
4479	Virginia College-Mobile	1	6
4480	Le Cordon Bleu College of Culinary Arts-Las Vegas	32	6
4481	International Academy of Design and Technology-Troy	26	3
4482	American InterContinental University-Houston	48	3
4483	University of California-Merced	6	1
4484	Everest College-Fort Worth	48	6
4485	Remington College-North Houston Campus	48	5
4486	Pima Medical Institute-Las Vegas	32	6
4487	Remington College-Nashville Campus	47	5
4488	Platt College-North OKC	40	3
4489	Central Methodist University-College of Graduate and Extended Studies	29	2
4490	Westwood College-Northlake	13	3
4491	University of Phoenix-New Jersey	34	3
4492	University of Phoenix-Minnesota	27	3
4493	Brightwood College-Fort Worth	48	6
4494	Kaplan College-Lubbock	48	6
4495	University of Phoenix-Kentucky	21	3
4496	Everest University-Orange Park	12	2
4497	Everest College-McLean	51	6
4498	Vatterott College-St Charles	29	6
4499	Neumont University	49	3
4500	Johnson & Wales University-Charlotte	37	2
4501	L'Ecole Culinaire-St Louis	29	6
4502	Roseman University of Health Sciences	32	2
4503	Fortis Institute-Port Saint Lucie	12	6
4504	Fortis Institute-Miami	12	6
4505	Aviation Institute of Maintenance-Manassas	51	6
4506	Cosmetology School of Arts and Science LLC	16	6
4507	Universal Technical Institute of Pennsylvania Inc	42	6
4508	Heritage College-Kansas City	29	6
4509	Institute for the Psychological Sciences	51	2
4510	Minnesota School of Business-Waite Park	27	3
4511	Northwest Career College	32	6
4512	American Academy of Acupuncture and Oriental Medicine	27	3
4513	Arizona School of Acupuncture and Oriental Medicine	4	3
4514	Ave Maria University	12	2
4515	Cambridge Junior College-Yuba City	6	6
4516	Cambridge Institute of Allied Health & Technology	12	6
4517	ATA Career Education	12	6
4518	Career Quest Learning Centers-Lansing	26	6
4519	Community Christian College	6	5
4520	Day Spa Career College	28	6
4521	Eastern School of Acupuncture and Traditional Medicine	34	6
4522	Ecclesia College	5	2
4523	Employment Solutions-College for Technical Education	21	5
4524	Healthcare Training Institute	34	6
4525	Los Angeles College of Music	6	3
4526	Maple Springs Baptist Bible College and Seminary	24	2
4527	MCI Institute of Technology	12	6
4528	SAE Institute of Technology-Nashville	47	6
4529	Southern Technical College	12	6
4530	Stanbridge College	6	3
4531	Universal College of Healing Arts	31	6
4532	Uta Mesivta of Kiryas Joel	36	2
4533	W L Bonner College	45	2
4534	Harrisburg University of Science and Technology	42	2
4535	The Art Institute of Ohio-Cincinnati	39	3
4536	Stevens-Henager College	49	2
4537	University of Phoenix-Iowa	19	3
4538	Blue Ridge Community and Technical College	54	4
4539	Sanford-Brown College-Las Vegas	32	3
4540	Sanford-Brown College-Seattle	53	3
4541	International Academy of Design and Technology-Nashville	47	3
4542	Le Cordon Bleu College of Culinary Arts-Miami	12	6
4543	Le Cordon Bleu College of Culinary Arts-Minneapolis	27	6
4544	Career Technical College-Shreveport	22	6
4545	ITT Technical Institute-Kansas City	29	3
4546	ITT Technical Institute-Kennesaw	13	3
4547	ITT Technical Institute-Owings Mills	24	3
4548	ITT Technical Institute-Warrensville Heights	39	3
4549	Union Graduate College	36	2
4550	Daytona College	12	6
4551	United States University	6	3
4552	Westwood College-Arlington Ballston	51	3
4553	Brightwood College-Bakersfield	6	6
4554	Brightwood College-Fresno	6	6
4555	Empire Beauty School-Littleton	8	6
4556	Empire Beauty School-Aurora	8	6
4557	Everest College-Mesa	4	3
4558	AmeriTech College-Draper	49	3
4559	Argosy University-Los Angeles	6	3
4560	Brown Mackie College-Miami	12	3
4561	Fortis College-Largo	12	3
4562	Platt College-Moore	40	6
4563	Universal Technical Institute of Massachusetts Inc	25	6
4564	Eagle Gate College-Layton	49	3
4565	Expression College for Digital Arts	6	3
4566	Daymar College-Bellevue	21	3
4567	New River Community and Technical College	54	4
4568	Eagle Gate College-Salt Lake City	49	6
4569	Brightwood College-Palm Springs	6	6
4570	Minnesota School of Business-Rochester	27	3
4571	Georgia Gwinnett College	13	1
4572	Phoenix Institute of Herbal Medicine & Acupuncture	4	3
4573	California Career College	6	6
4574	National Polytechnic College	6	6
4575	American Career College-Ontario	6	6
4576	Asher College	6	6
4577	University of East-West Medicine	6	3
4578	Aviator College of Aeronautical Science and Technology	12	6
4579	ATA College	21	6
4580	SUM Bible College and Theological Seminary	6	2
4581	WellSpring School of Allied Health-Kansas City	29	6
4582	The Salon Professional Academy-Fargo	38	6
4583	Northwest Regional Technology Institute	42	6
4584	National Massage Therapy Institute	42	6
4585	Paul Mitchell the School-Logan	49	6
4586	Careers Unlimited	49	3
4587	Mountainland Applied Technology College	49	4
4588	Doane University-Graduate and Professional Studies	31	2
4589	Shorter University-College of Adult & Professional Programs	13	2
4590	The Art Institute of Indianapolis	18	3
4591	Eastern International College-Belleville	34	3
4592	MedTech College	18	6
4593	Universal Technical Institute of Northern California Inc	6	6
4594	ITT Technical Institute-Charlotte South	37	3
4595	ITT Technical Institute-Clovis	6	3
4596	ITT Technical Institute-Dunmore	42	6
4597	ITT Technical Institute-Swartz Creek	26	3
4598	ITT Technical Institute-Lexington	21	3
4599	ITT Technical Institute-Maumee	39	3
4600	ITT Technical Institute-Oklahoma City	40	3
4601	ITT Technical Institute-Tulsa	40	3
4602	University of Phoenix-South Carolina	45	3
4603	Argosy University-The Art Institute of California-Inland Empire	6	3
4604	National American University-Zona Rosa	29	3
4605	West Hills College-Lemoore	6	4
4606	Stautzenberger College-Brecksville	39	6
4607	Westwood College-Annandale	51	3
4608	Miller-Motte Technical College-Madison	47	6
4609	Rasmussen College-Illinois	17	3
4610	International Institute for Restorative Practices	42	2
4611	Argosy University-Denver	8	3
4612	CollegeAmerica-Colorado Springs	8	2
4613	CollegeAmerica-Fort Collins	8	2
4614	Automotive Training Center-Warminster	42	6
4615	The Robert B Miller College	26	2
4616	University of Phoenix-Connecticut	9	3
4617	University of South Florida-St Petersburg	12	1
4618	Triangle Tech Inc-Bethlehem	42	6
4619	Arizona State University-Downtown Phoenix	4	1
4620	The Art Institute of Tennessee-Nashville	47	3
4621	Strayer University-Florida	12	3
4622	Pima Medical Institute-Renton	53	6
4623	College of Business and Technology-Flagler	12	6
4624	College of Business and Technology-Hialeah	12	6
4625	Miller-Motte College-Cary	37	6
4626	Miami-Jacobs Career College-Springboro	39	6
4627	Dewey University-Juana Díaz	72	2
4628	Dewey University-Fajardo	72	5
4629	Dewey University-Arroyo	72	5
4630	The College of Health Care Professions-San Antonio	48	6
4631	Daymar College-Madisonville	21	6
4632	American Public University System	54	3
4633	Huntsville Bible College	1	2
4634	Gnomon School of Visual Effects	6	6
4635	Valley College of Medical Careers	6	6
4636	Academy of Natural Therapy Inc	8	6
4637	Dragon Rises College of Oriental Medicine	12	2
4638	SABER College	12	5
4639	Taylor College	12	6
4640	Louisiana Culinary Institute	22	6
4641	Bais Medrash Toras Chesed	34	2
4642	Visible Music College	47	2
4643	Virginia Beach Theological Seminary	51	2
4644	Academy of Cosmetology	55	6
4645	Milwaukee Career College	55	6
4646	University of the West	6	2
4647	American College of Education	18	3
4648	South University-Tampa	12	3
4649	Appalachian College of Pharmacy	51	2
4650	Averett University-Non-Traditional Programs	51	2
4651	Miami-Jacobs Career College-Troy	39	6
4652	The Art Institute of Salt Lake City	49	3
4653	Fortis College-Columbus	39	6
4654	Fortis College-Cincinnati	39	6
4655	Fortis Institute-Baltimore	24	6
4656	The Art Institute of Charleston	45	3
4657	Argosy University-The Art Institute of California-Sacramento	6	3
4658	Blue Cliff College-Alexandria	22	6
4659	StenoTech Career Institute-Piscataway	34	6
4660	Ultimate Medical Academy-Tampa	12	5
4661	Virginia College-Biloxi	28	6
4662	ITT Technical Institute-St Petersburg	12	3
4663	ITT Technical Institute-Baton Rouge	22	3
4664	ITT Technical Institute-Columbia	45	3
4665	ITT Technical Institute-Wichita	20	3
4666	ITT Technical Institute-Atlanta	13	3
4667	ITT Technical Institute-Mobile	1	3
4668	ITT Technical Institute-Chattanooga	47	3
4669	ITT Technical Institute-South Bend	18	3
4670	Virginia College-School of Business and Health-Chattanooga	47	6
4671	Strayer University-Delaware	10	3
4672	Brite Divinity School	48	2
4673	Strayer University-Alabama	1	3
4674	Brown Aveda Institute-Rocky River	39	6
4675	Clary Sage College	40	5
4676	Broadview University-Layton	49	3
4677	International Academy of Design and Technology-Sacramento	6	3
4678	University of Phoenix-Alabama	1	3
4679	Sanford-Brown College-San Antonio	48	3
4680	University of Phoenix-Washington DC	11	3
4681	Argosy University-Inland Empire	6	3
4682	Argosy University-Nashville	47	3
4683	Argosy University-San Diego	6	3
4684	Rasmussen College-Wisconsin	55	3
4685	The Institute of Beauty and Wellness	55	6
4686	Carrington College-Stockton	6	6
4687	Carrington College-Citrus Heights	6	6
4688	Euphoria Institute of Beauty Arts & Sciences-Summerlin	32	6
4689	Euphoria Institute of Beauty Arts & Sciences-Green Valley	32	6
4690	LIU Riverhead	36	2
4691	Regency Beauty Institute-Lakewood	8	6
4692	Regency Beauty Institute-Westminster	8	6
4693	Columbia Southern University	1	3
4694	Arizona Summit Law School	4	3
4695	InfoTech Career College	6	6
4696	Trident University International	6	3
4697	Digital Media Arts College	12	3
4698	Academy for Five Element Acupuncture	12	2
4699	Management Resources College	12	3
4700	Wolford College	12	3
4701	Corinth Academy of Cosmetology	28	6
4702	Yeshivas Be'er Yitzchok	34	2
4703	Yeshiva Toras Chaim	34	2
4704	Talmudical Seminary of Bobov	36	2
4705	New York Methodist Hospital Center for Allied Health Education	36	5
4706	Aveda Fredric's Institute-Cincinnati	39	6
4707	Charleston School of Law	45	3
4708	Southwest University at El Paso	48	3
4709	The Art Institute of Pittsburgh-Online Division	42	3
4710	University of South Florida-Sarasota-Manatee	12	1
4711	Brown Mackie College-Indianapolis	18	3
4712	CollegeAmerica-Cheyenne	56	2
4713	Centro de Estudios Multidisciplinarios-Bayamon	72	3
4714	Bryant & Stratton College-Wauwatosa	55	3
4715	Minnesota School of Business-Blaine	27	3
4716	The Art Institute of Michigan	26	3
4717	The Art Institute of Austin	48	3
4718	Argosy University-The Art Institute of California-Silicon Valley	6	3
4719	Remington College-Houston Southeast Campus	48	5
4720	Remington College-Shreveport Campus	22	2
4721	National American University-Austin	48	3
4722	National American University-Wichita	20	3
4723	Fortis College-Landover	24	6
4724	ITT Technical Institute-Cary	37	3
4725	ITT Technical Institute-Madison	1	3
4726	ITT Technical Institute-Clive	19	3
4727	ITT Technical Institute-Columbus	39	3
4728	ITT Technical Institute-Phoenix	4	3
4729	ITT Technical Institute-Madison	55	3
4730	ITT Technical Institute-High Point	37	3
4731	The Hair Academy	38	6
4732	The Art Institutes International–Kansas City	20	3
4733	The Art Institute of Raleigh-Durham	37	3
4734	Le Cordon Bleu College of Culinary Arts-Sacramento	6	6
4735	Le Cordon Bleu College of Culinary Arts-Seattle	53	6
4736	Le Cordon Bleu College of Culinary Arts-Cambridge	25	6
4737	Le Cordon Bleu College of Culinary Arts-Dallas	48	6
4738	Ross College-Sylvania	39	6
4739	Argosy University-Salt Lake City	49	3
4740	Escuela De Troqueleria Y Herramentaje	72	4
4741	Virginia College-Montgomery	1	6
4742	Fortis Institute-Nashville	47	6
4743	Beckfield College-Tri-County	39	6
4744	Galen College of Nursing-Cincinnati	39	6
4745	Pinnacle Career Institute-North Kansas City	29	6
4746	Strayer University-North Carolina	37	3
4747	Strayer University-New Jersey	34	3
4748	American National University-Dayton	39	6
4749	American National University-Youngstown	39	6
4750	American National University-Cincinnati	39	6
4751	National College-Stow	39	6
4752	Ohio Business College-Hilliard	39	6
4753	Ohio Medical Career College	39	6
4754	Ohio Technical College-PowerSport Institute	39	6
4755	Dade Medical College-Miami Lakes	12	6
4756	The King’s College	36	2
4757	Chamberlain College of Nursing-Illinois	17	3
4758	Chamberlain College of Nursing-Ohio	39	3
4759	Chamberlain College of Nursing-Arizona	4	3
4760	Career Quest Learning Centers-Jackson	26	6
4761	Regency Beauty Institute-Fort Collins	8	6
4762	Bryan University	5	6
4763	The Salon Professional Academy-Appleton	55	6
4764	Milan Institute of Cosmetology-Reno	32	6
4765	Ottawa University-Online	20	2
4766	Broadview University-Orem	49	3
4767	Institute of Production and Recording	27	3
4768	Virginia College-Greenville	45	6
4769	Taft University System	8	3
4770	Mayfield College	6	6
4771	International Professional School of Bodywork	6	6
4772	Laurus College	6	6
4773	Aspen University	8	3
4774	Institute of Taoist Education and Acupuncture	8	2
4775	National Beauty College	8	6
4776	Denver School of Nursing	8	3
4777	Cambridge Institute of Allied Health & Technology	12	6
4778	Orion College	12	6
4779	Professional Hands Institute	12	6
4780	Evans Hairstyling College-Rexburg	16	6
4781	Paul Mitchell the School-Rexburg	16	6
4782	Urshan Graduate School of Theology	29	2
4783	College of Western Idaho	16	4
4784	Charlotte School of Law	37	3
4785	Daoist Traditions College of Chinese Medical Arts	37	3
4786	Jersey College	34	6
4787	American Institute of Medical Sciences & Education	34	6
4788	Casal Institute of Nevada	32	6
4789	Yeshiva of Machzikai Hadas	36	2
4790	Global Health College	51	3
4791	Pacific Northwest University of Health Sciences	53	2
4792	Brensten Education	55	6
4793	The Chicago School of Professional Psychology at Irvine	6	2
4794	Fortis Institute-Pensacola	12	6
4795	Fortis College-Montgomery	1	6
4796	Woodland Community College	6	4
4797	Vatterott College-Appling Farms	47	6
4798	Minnesota School of Business-Moorhead	27	3
4799	Brown Mackie College-Boise	16	3
4800	Brown Mackie College-Tulsa	40	3
4801	Fortis Institute-Birmingham	1	6
4802	Miller-Motte College-Greenville	37	6
4803	The Chicago School of Professional Psychology at Los Angeles	6	2
4804	Metro Business College-Arnold	29	6
4805	The Chicago School of Professional Psychology at Westwood	6	2
4806	Cardiac and Vascular Institute of Ultrasound	1	6
4807	Virginia College-Jacksonville	12	6
4808	Providence Christian College	6	2
4809	Institute of World Politics	11	2
4810	Pontifical John Paul II Institute for Studies on Marriage and Family	11	2
4811	Oliver Finley Academy of Cosmetology	16	6
4812	National Career College	6	6
4813	Columbia College	51	6
4814	Vermont College of Fine Arts	50	2
4815	The Art Institute of Washington-Dulles	51	3
4816	Pima Medical Institute-East Valley	4	6
4817	Virginia College-Charleston	45	3
4818	Fortis College-Phoenix	4	6
4819	Miller-Motte College-Raleigh	37	6
4820	College of Hair Design-East Campus	31	6
4821	Sanford-Brown College-Online	12	3
4822	Le Cordon Bleu College of Culinary Arts-St Louis	29	6
4823	Sanford-Brown College-San Antonio	48	6
4824	Heritage College-Wichita	20	6
4825	Argosy University-Phoenix Online Division	4	3
4826	MedTech College-Greenwood Campus	18	6
4827	MedTech College-Ft Wayne Campus	18	6
4828	MedTech College-Lexington Campus	21	6
4829	ITT Technical Institute-Madison	28	6
4830	ITT Technical Institute-Springfield	29	3
4831	ITT Technical Institute-Huntington	54	6
4832	ITT Technical Institute-Concord	6	3
4833	ITT Technical Institute-Fort Myers	12	3
4834	ITT Technical Institute-Charlotte North	37	3
4835	Fortis College-Salt Lake City	49	6
4836	Polytechnic University of Puerto Rico-Miami	12	2
4837	Polytechnic University of Puerto Rico-Orlando	12	2
4838	Ross Medical Education Center-Fort Wayne	18	6
4839	The Commonwealth Medical College	42	2
4840	Josef's West Academy	38	6
4841	Brown Mackie College-Phoenix	4	3
4842	Strayer University-West Virginia	54	3
4843	Minnesota School of Business-Elk River	27	3
4844	Brown Mackie College-Greenville	45	3
4845	Globe University-Sioux Falls	46	3
4846	Globe University-Eau Claire	55	3
4847	Globe University-Minneapolis	27	3
4848	L'Ecole Culinaire-Memphis	47	6
4849	University of Minnesota-Rochester	27	1
4850	College of Business and Technology-Cutler Bay	12	6
4851	American National University-Columbus	39	3
4852	Herzing University-Toledo	39	3
4853	Homestead Schools	6	2
4854	Carrington College-Las Vegas	32	6
4855	Carrington College-Reno	32	6
4856	Chamberlain College of Nursing-Florida	12	3
4857	Remington College of Nursing Orlando	12	2
4858	InterCoast Colleges-Elk Grove	6	6
4859	Horizon University	6	2
4860	Academy for Jewish Religion-California	6	2
4861	Angeles College	6	3
4862	Florida School of Traditional Midwifery	12	5
4863	Emerald Coast Technical College	12	4
4864	Immokalee Technical College	12	4
4865	University of Fort Lauderdale	12	2
4866	Aviation Institute of Maintenance-Orlando	12	6
4867	Pacific Rim Christian University	15	2
4868	D & L Academy of Hair Design	16	6
4869	Master Educators Beauty School	16	6
4870	Ambria College of Nursing	17	3
4871	Midwestern Career College	17	6
4872	Avalon School of Cosmetology	27	6
4873	American Business and Technology University	29	3
4874	City Vision University	29	2
4875	Bitterroot School of Cosmetology	30	6
4876	Montana Academy of Salons	30	6
4877	International Academy of Style	32	6
4878	New York Medical Career Training Center	36	6
4879	Vanity School of Cosmetology	39	6
4880	Summit Salon Academy-Perrysburg	39	6
4881	Portland Actors Conservatory	41	5
4882	Somerset County Technology Center	42	4
4883	Cardiotech Ultrasound School	48	6
4884	Bethel College	51	2
4885	Northwest School of Wooden Boat Building	53	5
4886	Pinchot University	53	2
4887	The Salon Professional Academy-Onalaska	55	6
4888	Brightwood College-Chula Vista	6	6
4889	West Coast University-Orange County	6	3
4890	West Coast University-Ontario	6	3
4891	Dade Medical College-Homestead	12	6
4892	Virginia College-Augusta	13	3
4893	Brightwood College-Indianapolis	18	6
4894	Miller-Motte College-Fayetteville	37	6
4895	Harrison College-Grove City	39	3
4896	Miller-Motte Technical College-Columbus	13	6
4897	National University College-Ponce	72	3
4898	Fortis College-Grand Prairie	48	6
4899	The Art Institute of Virginia Beach	51	3
4900	Bryant & Stratton College-Bayshore	55	3
4901	Daymar College-Online	21	3
4902	Zaytuna College	6	2
4903	Virginia College-Columbia	45	3
4904	Fortis College-Indianapolis	18	6
4905	Brightwood College-Arlington	48	6
4906	Brightwood College-Charlotte	37	6
4907	Kaplan College-Jacksonville	12	6
4908	Globe University-Madison East	55	3
4909	Minnesota School of Business-Lakeville	27	3
4910	Globe University–Green Bay	55	3
4911	Globe University–Madison West	55	3
4912	Globe University–Wausau	55	3
4913	Dade Medical College-Hollywood	12	6
4914	Strayer University-Arkansas	5	3
4915	Strayer University-Georgia	13	3
4916	Strayer University-Louisiana	22	3
4917	Strayer University-Mississippi	28	3
4918	Strayer University-South Carolina	45	3
4919	Strayer University-Texas	48	3
4920	The Art Institute of San Antonio	48	3
4921	Globe University-La Crosse	55	3
4922	Virginia Tech Carilion School of Medicine	51	2
4923	Broadview Entertainment Arts University	49	3
4924	Bryant & Stratton College-Hampton	51	3
4925	Golden State College of Court Reporting	6	6
4926	Unitek College	6	3
4927	Gurnick Academy of Medical Arts	6	3
4928	Southern California University SOMA	6	3
4929	South University–Richmond	51	3
4930	South University–Virginia Beach	51	3
4931	Aveda Institute-Denver	8	6
4932	Paul Mitchell the School-Colorado Springs	8	6
4933	The Salon Professional Academy-Colorado Springs	8	6
4934	Marchman Technical Education Center	12	4
4935	SOLEX College	17	6
4936	Compass College of Cinematic Arts	26	2
4937	Victory Trade School	29	5
4938	The Artisan College of Cosmetology	39	6
4939	Peloton College	48	6
4940	Summit Salon Academy	53	6
4941	The Academy Waukesha	55	6
4942	ITT Technical Institute-Merrillville	18	3
4943	ITT Technical Institute-Tallahassee	12	3
4944	ITT Technical Institute-Salem	51	3
4945	ITT Technical Institute-Akron	39	3
4946	ITT Technical Institute-Cedar Rapids	19	3
4947	ITT Technical Institute-Corona	6	3
4948	ITT Technical Institute-Johnson City	47	3
4949	ITT Technical Institute-DeSoto	48	3
4950	ITT Technical Institute-North Charleston	45	3
4951	ITT Technical Institute-Aurora	8	3
4952	ITT Technical Institute-West Covina	6	3
4953	ITT Technical Institute-Culver City	6	3
4954	ITT Technical Institute-Dearborn	26	3
4955	ITT Technical Institute-Las Vegas	32	3
4956	Touro University Worldwide	6	2
4957	Touro University California	6	2
4958	The Chicago School of Professional Psychology at Washington DC	11	2
4959	Touro University Nevada	32	2
4960	National College-Willoughby Hills	39	6
4961	Herzing University-Kenosha	55	3
4962	Herzing University-Brookfield	55	3
4963	Heald College-Modesto	6	6
4964	Texas A&M University-San Antonio	48	1
4965	Fortis Institute-Houston	48	6
4966	Strayer University-Global Region	11	3
4967	Fortis College-Columbia	45	6
